post_id,syntax_ari,lex_liwc_WC,lex_liwc_Analytic,lex_liwc_Clout,lex_liwc_Authentic,lex_liwc_Tone,lex_liwc_WPS,lex_liwc_Sixltr,lex_liwc_Dic,lex_liwc_function,lex_liwc_pronoun,lex_liwc_ppron,lex_liwc_i,lex_liwc_we,lex_liwc_you,lex_liwc_shehe,lex_liwc_they,lex_liwc_ipron,lex_liwc_article,lex_liwc_prep,lex_liwc_auxverb,lex_liwc_adverb,lex_liwc_conj,lex_liwc_negate,lex_liwc_verb,lex_liwc_adj,lex_liwc_compare,lex_liwc_interrog,lex_liwc_number,lex_liwc_quant,lex_liwc_affect,lex_liwc_posemo,lex_liwc_negemo,lex_liwc_anx,lex_liwc_anger,lex_liwc_sad,lex_liwc_social,lex_liwc_family,lex_liwc_friend,lex_liwc_female,lex_liwc_male,lex_liwc_cogproc,lex_liwc_insight,lex_liwc_cause,lex_liwc_discrep,lex_liwc_tentat,lex_liwc_certain,lex_liwc_differ,lex_liwc_percept,lex_liwc_see,lex_liwc_hear,lex_liwc_feel,lex_liwc_bio,lex_liwc_body,lex_liwc_health,lex_liwc_sexual,lex_liwc_ingest,lex_liwc_drives,lex_liwc_affiliation,lex_liwc_achieve,lex_liwc_power,lex_liwc_reward,lex_liwc_risk,lex_liwc_focuspast,lex_liwc_focuspresent,lex_liwc_focusfuture,lex_liwc_relativ,lex_liwc_motion,lex_liwc_space,lex_liwc_time,lex_liwc_work,lex_liwc_leisure,lex_liwc_home,lex_liwc_money,lex_liwc_relig,lex_liwc_death,lex_liwc_informal,lex_liwc_swear,lex_liwc_netspeak,lex_liwc_assent,lex_liwc_nonflu,lex_liwc_filler,lex_liwc_AllPunc,lex_liwc_Period,lex_liwc_Comma,lex_liwc_Colon,lex_liwc_SemiC,lex_liwc_QMark,lex_liwc_Exclam,lex_liwc_Dash,lex_liwc_Quote,lex_liwc_Apostro,lex_liwc_Parenth,lex_liwc_OtherP,lex_dal_max_pleasantness,lex_dal_max_activation,lex_dal_max_imagery,lex_dal_min_pleasantness,lex_dal_min_activation,lex_dal_min_imagery,lex_dal_avg_activation,lex_dal_avg_imagery,lex_dal_avg_pleasantness,social_upvote_ratio,social_num_comments,syntax_fk_grade,sentiment,label
912jzt,2.981360544,96,17.96,33.83,95.6,4.56,19.2,7.29,90.62,66.67,22.92,18.75,11.46,0.0,0.0,6.25,1.04,4.17,6.25,12.5,9.38,6.25,11.46,2.08,19.79,1.04,1.04,0.0,2.08,0.0,2.08,0.0,2.08,0.0,1.04,0.0,14.58,3.12,0.0,4.17,5.21,7.29,1.04,0.0,1.04,0.0,0.0,5.21,7.29,0.0,4.17,3.12,1.04,1.04,0.0,0.0,0.0,1.04,0.0,1.04,0.0,0.0,0.0,11.46,2.08,0.0,20.83,3.12,12.5,8.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.54,5.21,6.25,0.0,0.0,0.0,0.0,0.0,0.0,2.08,0.0,0.0,2.375,2.8571,3.0,1.0,1.125,1.0,1.72058,1.6747,1.78265,0.85,4,4.386122449,-0.035416667,1
5zvz9q,4.056384977,67,16.16,11.63,88.99,1.0,13.4,19.4,94.03,52.24,19.4,8.96,8.96,0.0,0.0,0.0,0.0,10.45,2.99,11.94,8.96,7.46,13.43,0.0,19.4,8.96,5.97,1.49,0.0,1.49,13.43,1.49,11.94,5.97,0.0,4.48,4.48,0.0,0.0,0.0,0.0,23.88,7.46,1.49,1.49,10.45,1.49,5.97,4.48,0.0,0.0,1.49,0.0,0.0,0.0,0.0,0.0,2.99,1.49,0.0,1.49,0.0,0.0,0.0,19.4,0.0,7.46,0.0,2.99,4.48,0.0,0.0,0.0,0.0,0.0,0.0,2.99,1.49,1.49,0.0,0.0,0.0,17.91,4.48,1.49,0.0,0.0,2.99,0.0,0.0,0.0,5.97,2.99,0.0,2.7778,2.8,2.4,1.0,1.1429,1.0,1.70959,1.27869,1.83092,1.0,4,6.143309859,-0.099345238,1
7owr9b,4.127384615,62,62.27,87.06,1.0,96.14,12.4,17.74,91.94,58.06,17.74,11.29,4.84,3.23,1.61,0.0,1.61,6.45,6.45,14.52,11.29,3.23,4.84,0.0,14.52,1.61,0.0,1.61,1.61,1.61,6.45,4.84,0.0,0.0,0.0,0.0,12.9,0.0,0.0,0.0,0.0,14.52,0.0,0.0,8.06,4.84,3.23,1.61,0.0,0.0,0.0,0.0,3.23,0.0,0.0,0.0,3.23,8.06,4.84,0.0,1.61,3.23,0.0,1.61,11.29,0.0,4.84,0.0,1.61,3.23,6.45,0.0,0.0,9.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.97,6.45,4.84,1.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.06,2.6667,2.8889,3.0,1.125,1.125,1.0,1.70429,1.524,1.9254,0.67,7,5.092307692,0.03,0
6ij8ks,11.02592308,129,63.96,62.19,3.47,25.77,25.8,17.05,90.7,61.24,15.5,13.95,3.1,0.0,0.0,10.85,0.0,1.55,5.43,17.83,11.63,3.88,6.2,1.55,17.83,2.33,0.78,0.0,2.33,0.78,3.1,1.55,1.55,0.0,0.0,0.78,11.63,0.0,0.0,0.0,10.85,10.08,1.55,0.78,2.33,2.33,0.0,3.88,0.78,0.0,0.0,0.78,3.88,2.33,1.55,0.0,0.0,5.43,0.0,3.1,0.78,0.0,1.55,1.55,14.73,1.55,14.73,0.78,6.2,8.53,2.33,0.0,1.55,4.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,3.88,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,1.55,2.7778,2.5714,3.0,1.0,1.1429,1.0,1.67878,1.58793,1.788,0.82,13,10.97923077,-0.066666667,1
7oubc9,4.364502712,77,49.2,94.04,39.99,49.97,25.67,18.18,81.82,53.25,12.99,10.39,0.0,2.6,2.6,0.0,5.19,2.6,5.19,11.69,15.58,5.19,2.6,1.3,20.78,0.0,0.0,1.3,9.09,2.6,1.3,1.3,0.0,0.0,0.0,0.0,14.29,0.0,0.0,0.0,0.0,10.39,3.9,0.0,0.0,6.49,0.0,2.6,0.0,0.0,0.0,0.0,1.3,0.0,1.3,0.0,0.0,6.49,3.9,0.0,1.3,1.3,0.0,2.6,12.99,2.6,12.99,0.0,7.79,5.19,5.19,1.3,1.3,0.0,0.0,0.0,3.9,0.0,3.9,0.0,0.0,0.0,24.68,2.6,5.19,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.99,3.0,2.625,2.6,1.125,1.0,1.0,1.64335,1.41481,1.84786,0.88,0,5.241808318,-0.125,0
7rjx2u,3.901258741,137,8.84,12.15,89.32,1.0,27.4,11.68,97.81,66.42,25.55,17.52,13.14,0.0,0.0,4.38,0.0,8.03,4.38,13.14,9.49,8.76,8.76,4.38,17.52,2.19,2.19,3.65,0.73,2.19,9.49,1.46,8.03,1.46,4.38,1.46,10.95,1.46,1.46,0.0,6.57,16.79,2.92,2.19,1.46,5.11,2.19,5.11,2.19,0.73,0.73,0.73,1.46,1.46,0.0,0.0,0.0,5.84,2.19,0.0,0.0,2.92,0.73,0.0,16.79,0.73,13.14,1.46,6.57,5.11,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.0,0.0,0.0,0.0,0.0,17.52,3.65,2.19,0.0,0.0,0.0,0.0,1.46,1.46,5.11,0.0,3.65,2.8462,2.8889,3.0,1.0,1.0,1.0,1.71364,1.47458,1.82936,0.76,22,5.912874126,-0.144230769,1
804nt5,-1.034234234,34,19.87,27.83,47.25,1.0,6.8,11.76,97.06,64.71,23.53,20.59,8.82,2.94,0.0,5.88,2.94,2.94,8.82,11.76,14.71,2.94,2.94,8.82,23.53,2.94,0.0,0.0,0.0,0.0,11.76,0.0,11.76,5.88,2.94,2.94,14.71,0.0,2.94,0.0,5.88,14.71,5.88,0.0,5.88,2.94,0.0,5.88,0.0,0.0,0.0,0.0,2.94,0.0,0.0,0.0,2.94,8.82,5.88,0.0,2.94,0.0,0.0,2.94,11.76,2.94,11.76,5.88,5.88,0.0,0.0,2.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.47,14.71,0.0,0.0,0.0,0.0,0.0,0.0,2.94,8.82,0.0,0.0,2.4286,2.6,3.0,1.0,1.4,1.0,1.84123,1.55862,1.77909,0.86,8,1.48527027,0.0,0
5oflhe,1.295444015,73,7.07,86.35,56.08,2.2,14.6,10.96,95.89,64.38,30.14,26.03,10.96,4.11,2.74,8.22,0.0,4.11,1.37,13.7,9.59,6.85,8.22,1.37,19.18,2.74,2.74,4.11,1.37,1.37,2.74,0.0,2.74,0.0,0.0,0.0,19.18,0.0,0.0,0.0,8.22,12.33,1.37,0.0,4.11,0.0,4.11,2.74,0.0,0.0,0.0,0.0,6.85,1.37,1.37,0.0,4.11,9.59,4.11,0.0,1.37,2.74,1.37,2.74,13.7,0.0,19.18,0.0,6.85,12.33,1.37,2.74,1.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.33,6.85,1.37,0.0,0.0,0.0,0.0,0.0,0.0,1.37,2.74,0.0,2.8333,2.2727,3.0,1.0,1.125,1.0,1.64785,1.62609,1.87784,1.0,9,2.884208494,-0.5,0
8ii440,1.439615385,71,7.32,28.65,88.38,52.17,14.2,15.49,94.37,61.97,21.13,11.27,8.45,1.41,0.0,0.0,1.41,9.86,4.23,11.27,12.68,14.08,5.63,2.82,22.54,5.63,2.82,1.41,0.0,2.82,16.9,8.45,7.04,2.82,2.82,0.0,5.63,0.0,0.0,0.0,0.0,7.04,1.41,2.82,0.0,1.41,0.0,1.41,2.82,0.0,0.0,2.82,0.0,0.0,0.0,0.0,0.0,5.63,1.41,0.0,2.82,0.0,1.41,2.82,19.72,2.82,16.9,4.23,5.63,7.04,0.0,0.0,0.0,0.0,0.0,0.0,2.82,0.0,0.0,0.0,2.82,0.0,21.13,7.04,2.82,0.0,0.0,0.0,0.0,0.0,2.82,8.45,0.0,0.0,2.7143,2.8571,3.0,1.0,1.0,1.0,1.74841,1.49153,1.83449,1.0,1,3.189423077,0.321428571,1
86efsk,8.022439024,79,61.38,15.56,69.44,1.0,15.8,26.58,88.61,51.9,13.92,8.86,8.86,0.0,0.0,0.0,0.0,5.06,6.33,13.92,6.33,2.53,11.39,2.53,11.39,6.33,3.8,0.0,2.53,2.53,10.13,2.53,7.59,1.27,3.8,1.27,6.33,0.0,0.0,0.0,1.27,13.92,1.27,1.27,2.53,2.53,2.53,3.8,1.27,1.27,0.0,0.0,3.8,0.0,2.53,1.27,0.0,6.33,2.53,0.0,0.0,1.27,2.53,1.27,11.39,0.0,12.66,1.27,8.86,2.53,0.0,0.0,0.0,1.27,0.0,0.0,2.53,1.27,1.27,0.0,0.0,0.0,16.46,6.33,6.33,0.0,0.0,0.0,0.0,0.0,0.0,3.8,0.0,0.0,3.0,2.8,3.0,1.0,1.2222,1.0,1.73928,1.50606,1.84075,1.0,11,7.642585366,0.008333333,1
7soxzo,0.7144,50,24.86,91.92,69.14,63.69,10.0,6.0,88.0,54.0,20.0,18.0,6.0,4.0,0.0,8.0,0.0,2.0,4.0,12.0,4.0,14.0,8.0,0.0,14.0,0.0,0.0,4.0,8.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,8.0,0.0,8.0,0.0,2.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,18.0,8.0,10.0,0.0,0.0,0.0,0.0,20.0,2.0,26.0,0.0,8.0,18.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,10.0,6.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.4444,2.625,2.6,1.4444,1.1429,1.0,1.7921,1.67143,1.93117,0.65,10,1.762,-0.222222222,0
7agj6c,-5.685,20,1.0,1.0,93.3,96.76,20.0,5.0,100.0,70.0,30.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,15.0,5.0,5.0,40.0,5.0,0.0,5.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,25.0,0.0,5.0,10.0,10.0,0.0,5.0,5.0,0.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,5.0,5.0,0.0,5.0,0.0,0.0,15.0,25.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,15.0,0.0,5.0,2.375,2.8889,3.0,1.5,1.2,1.0,1.87639,1.46667,2.03468,0.75,5,-1.918,0.208333333,1
7m9h5q,5.224,73,42.11,83.12,29.73,1.0,14.6,16.44,95.89,63.01,21.92,16.44,2.74,0.0,0.0,13.7,0.0,5.48,8.22,13.7,6.85,6.85,8.22,1.37,17.81,2.74,0.0,4.11,0.0,1.37,6.85,1.37,5.48,0.0,1.37,4.11,19.18,1.37,0.0,13.7,1.37,4.11,0.0,0.0,0.0,2.74,0.0,4.11,1.37,0.0,0.0,1.37,6.85,2.74,1.37,1.37,1.37,6.85,1.37,0.0,6.85,0.0,0.0,5.48,5.48,0.0,24.66,2.74,19.18,4.11,0.0,1.37,2.74,0.0,0.0,0.0,1.37,1.37,0.0,0.0,0.0,0.0,10.96,6.85,1.37,0.0,0.0,0.0,0.0,0.0,0.0,2.74,0.0,0.0,2.5833,2.8889,3.0,1.0,1.125,1.0,1.78986,1.81,1.79407,0.89,4,4.42,-0.030555556,0
5xywi7,2.155384615,38,2.78,1.0,81.22,1.0,7.6,13.16,97.37,65.79,18.42,7.89,7.89,0.0,0.0,0.0,0.0,10.53,2.63,10.53,10.53,18.42,10.53,2.63,21.05,10.53,0.0,2.63,0.0,2.63,10.53,0.0,10.53,0.0,2.63,2.63,2.63,0.0,0.0,0.0,0.0,23.68,0.0,0.0,7.89,5.26,0.0,18.42,2.63,0.0,2.63,0.0,5.26,0.0,2.63,2.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.63,21.05,0.0,7.89,2.63,5.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.63,2.63,0.0,0.0,0.0,0.0,26.32,13.16,5.26,0.0,0.0,5.26,0.0,0.0,0.0,2.63,0.0,0.0,2.4,2.8,2.8,1.1,1.0,1.0,1.65261,1.30286,1.90872,0.72,8,4.698153846,-0.233333333,1
7sg6pl,3.33929078,84,1.18,59.4,60.65,95.81,16.8,13.1,97.62,69.05,23.81,15.48,7.14,2.38,2.38,3.57,0.0,8.33,2.38,13.1,13.1,13.1,13.1,4.76,20.24,4.76,3.57,1.19,1.19,2.38,4.76,4.76,0.0,0.0,0.0,0.0,16.67,0.0,1.19,0.0,3.57,19.05,2.38,1.19,5.95,7.14,0.0,7.14,3.57,1.19,0.0,2.38,3.57,0.0,1.19,0.0,0.0,13.1,7.14,1.19,4.76,1.19,0.0,5.95,14.29,1.19,15.48,1.19,8.33,3.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.86,5.95,1.19,0.0,0.0,0.0,0.0,0.0,0.0,10.71,0.0,0.0,3.0,2.6364,3.0,1.0,1.125,1.0,1.69237,1.51,1.91066,0.67,12,4.705106383,0.215833333,0
8hp6ny,9.431374046,129,61.87,21.91,93.79,14.96,25.8,11.63,93.8,60.47,18.6,12.4,10.85,0.0,0.0,1.55,0.0,6.2,9.3,14.73,6.2,6.98,7.75,0.78,13.95,3.88,3.1,0.78,0.78,4.65,2.33,0.78,1.55,0.0,1.55,0.0,8.53,0.0,0.0,0.0,1.55,10.85,3.1,0.0,1.55,2.33,0.78,4.65,0.0,0.0,0.0,0.0,1.55,0.0,0.78,0.0,0.78,1.55,0.78,0.0,1.55,0.0,0.0,3.88,10.85,0.78,14.73,2.33,6.98,6.2,1.55,0.78,0.0,0.0,0.0,0.0,1.55,0.0,0.0,0.78,0.0,0.78,8.53,3.88,3.1,0.0,0.0,0.0,0.0,0.0,0.0,1.55,0.0,0.0,2.8333,2.8889,3.0,1.0,1.1111,1.0,1.67448,1.57143,1.83086,0.84,17,9.400519084,0.090064103,0
6ozcg2,10.10208738,102,73.36,81.12,23.51,1.76,25.5,16.67,92.16,55.88,10.78,4.9,2.94,0.0,0.98,0.0,0.98,5.88,8.82,13.73,13.73,2.94,3.92,2.94,18.63,2.94,0.98,3.92,2.94,1.96,7.84,1.96,4.9,0.0,0.0,0.0,18.63,0.98,0.98,2.94,5.88,11.76,0.98,2.94,0.98,2.94,0.0,4.9,1.96,0.0,1.96,0.0,0.98,0.98,0.0,0.0,0.0,6.86,1.96,0.0,3.92,0.98,0.0,3.92,14.71,0.0,8.82,0.0,4.9,3.92,0.0,0.98,0.98,0.0,0.0,0.0,0.98,0.0,0.98,0.0,0.0,0.0,14.71,3.92,2.94,0.0,0.0,0.0,0.0,0.0,5.88,1.96,0.0,0.0,2.8333,3.0,3.0,1.0,1.1429,1.0,1.71904,1.57674,1.85378,0.8,21,9.689393204,0.087878788,1
74iht1,9.316153846,78,29.09,22.08,94.81,1.0,26.0,32.05,93.59,46.15,17.95,8.97,8.97,0.0,0.0,0.0,0.0,8.97,2.56,7.69,7.69,3.85,8.97,0.0,15.38,7.69,2.56,0.0,1.28,3.85,11.54,2.56,8.97,3.85,0.0,1.28,5.13,0.0,1.28,0.0,0.0,16.67,5.13,2.56,0.0,2.56,2.56,3.85,2.56,1.28,0.0,1.28,5.13,0.0,5.13,0.0,0.0,8.97,6.41,1.28,0.0,1.28,0.0,2.56,11.54,1.28,12.82,1.28,3.85,7.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.82,3.85,2.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.13,1.28,3.0,2.8,3.0,1.0,1.1429,1.0,1.74903,1.53235,1.86142,1.0,4,8.950410256,-0.071428571,1
6ajh8q,3.856282468,88,71.61,32.48,80.39,1.0,17.6,14.77,90.91,55.68,18.18,13.64,12.5,0.0,0.0,0.0,1.14,4.55,6.82,17.05,5.68,5.68,5.68,1.14,18.18,4.55,3.41,1.14,0.0,2.27,7.95,1.14,6.82,0.0,5.68,0.0,9.09,0.0,0.0,0.0,0.0,15.91,5.68,0.0,2.27,7.95,1.14,0.0,4.55,1.14,2.27,1.14,0.0,0.0,0.0,0.0,0.0,5.68,0.0,0.0,3.41,0.0,2.27,5.68,11.36,0.0,10.23,0.0,4.55,5.68,1.14,1.14,0.0,0.0,0.0,0.0,1.14,0.0,1.14,0.0,0.0,0.0,5.68,5.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.8889,3.0,1.0,1.2,1.0,1.79797,1.45479,1.91717,1.0,6,4.599220779,0.0,1
8os177,0.493647799,51,5.31,34.73,95.79,5.16,10.2,15.69,98.04,68.63,27.45,17.65,15.69,0.0,1.96,0.0,0.0,9.8,0.0,15.69,13.73,1.96,11.76,3.92,19.61,1.96,1.96,3.92,0.0,1.96,5.88,1.96,3.92,0.0,0.0,0.0,17.65,1.96,0.0,0.0,0.0,11.76,3.92,0.0,0.0,5.88,1.96,1.96,1.96,0.0,1.96,0.0,0.0,0.0,0.0,0.0,0.0,7.84,5.88,0.0,3.92,0.0,1.96,0.0,21.57,1.96,9.8,1.96,5.88,1.96,3.92,1.96,1.96,3.92,0.0,0.0,1.96,1.96,0.0,0.0,0.0,0.0,17.65,9.8,3.92,0.0,0.0,0.0,0.0,0.0,0.0,3.92,0.0,0.0,2.4444,2.8889,3.0,1.1429,1.1818,1.0,1.83125,1.55833,1.9276,0.69,28,2.549339623,0.133333333,1
871ik7,3.513107511,94,18.64,58.41,77.49,1.0,18.8,10.64,92.55,62.77,25.53,18.09,9.57,2.13,0.0,5.32,1.06,7.45,2.13,15.96,7.45,8.51,7.45,2.13,17.02,7.45,2.13,2.13,1.06,0.0,9.57,2.13,7.45,1.06,4.26,0.0,12.77,0.0,2.13,0.0,7.45,6.38,1.06,1.06,0.0,1.06,2.13,1.06,6.38,2.13,3.19,1.06,2.13,0.0,0.0,1.06,1.06,8.51,4.26,1.06,1.06,1.06,1.06,6.38,9.57,1.06,19.15,1.06,6.38,12.77,0.0,1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.02,5.32,7.45,0.0,0.0,0.0,0.0,0.0,0.0,2.13,2.13,0.0,2.6667,2.8571,3.0,1.0,1.1429,1.0,1.70671,1.56456,1.85134,0.92,16,4.777172312,0.052166667,1
6tpicz,4.383413655,83,72.69,72.65,62.38,25.77,16.6,13.25,90.36,56.63,15.66,13.25,4.82,2.41,0.0,4.82,1.2,2.41,8.43,14.46,13.25,2.41,3.61,0.0,20.48,1.2,1.2,2.41,3.61,2.41,0.0,0.0,0.0,0.0,0.0,0.0,9.64,0.0,0.0,4.82,0.0,7.23,2.41,1.2,0.0,2.41,2.41,1.2,0.0,0.0,0.0,0.0,9.64,3.61,6.02,0.0,0.0,8.43,2.41,0.0,3.61,2.41,0.0,15.66,4.82,0.0,19.28,1.2,10.84,8.43,4.82,0.0,2.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.05,6.02,3.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.41,0.0,2.6667,2.7273,3.0,1.0,1.2,1.0,1.64001,1.61875,1.79795,0.96,8,4.732710843,-0.088611111,1
9tbgl3,5.206053719,130,57.94,6.21,96.04,1.0,26.0,13.08,80.0,50.77,16.92,10.77,10.77,0.0,0.0,0.0,0.0,6.15,2.31,16.15,6.15,5.38,6.15,1.54,13.08,3.08,1.54,1.54,7.69,3.08,6.92,1.54,5.38,3.08,0.77,1.54,0.0,0.0,0.0,0.0,0.0,15.38,3.85,1.54,0.0,3.85,3.85,3.08,1.54,0.0,0.0,1.54,0.0,0.0,0.0,0.0,0.0,3.85,0.0,0.77,2.31,1.54,0.0,1.54,9.23,0.77,13.85,1.54,5.38,6.15,1.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.85,3.08,5.38,0.77,0.0,0.77,0.0,1.54,0.0,0.0,4.62,7.69,2.7143,2.7143,3.0,1.0,1.125,1.0,1.74579,1.50833,1.80516,0.75,1,5.52197314,0.097222222,1
7zlm5t,-4.329,46,1.0,1.0,99.0,66.89,9.2,6.52,95.65,69.57,28.26,19.57,19.57,0.0,0.0,0.0,0.0,8.7,4.35,8.7,13.04,13.04,8.7,4.35,19.57,2.17,0.0,6.52,0.0,2.17,2.17,2.17,0.0,0.0,0.0,0.0,2.17,2.17,0.0,0.0,2.17,13.04,2.17,6.52,0.0,0.0,0.0,4.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.04,0.0,2.17,4.35,4.35,2.17,2.17,23.91,0.0,10.87,4.35,4.35,2.17,6.52,2.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.26,6.52,0.0,0.0,0.0,4.35,0.0,0.0,0.0,8.7,0.0,8.7,2.625,3.0,3.0,1.2857,1.1429,1.0,1.67263,1.49474,1.94497,0.92,4,0.048,0.5,1
6veeaj,9.353695652,137,52.26,38.5,84.17,15.5,27.4,11.68,97.81,62.04,16.06,9.49,8.03,0.0,0.73,0.0,0.73,6.57,4.38,19.71,8.03,8.03,9.49,2.19,15.33,5.11,0.73,0.73,0.73,1.46,5.11,2.19,2.92,0.73,0.73,0.73,10.95,0.0,0.73,0.0,0.0,13.87,2.19,0.73,2.92,3.65,2.92,4.38,2.92,0.0,2.92,0.0,2.19,0.0,2.19,0.0,0.0,4.38,2.19,0.73,1.46,0.0,0.0,3.65,10.22,0.0,15.33,1.46,5.84,8.03,3.65,0.0,1.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,2.92,2.19,0.0,0.0,0.73,0.0,0.73,0.0,0.73,0.0,0.0,2.8333,2.75,3.0,1.0,1.125,1.0,1.70408,1.54309,1.87223,0.67,0,8.856811594,-0.034027778,1
7to4ms,4.450740741,80,34.05,77.33,21.42,49.0,16.0,13.75,92.5,63.75,25.0,20.0,5.0,1.25,0.0,12.5,1.25,5.0,1.25,18.75,8.75,2.5,6.25,3.75,16.25,5.0,1.25,0.0,0.0,0.0,3.75,2.5,1.25,1.25,1.25,0.0,21.25,1.25,1.25,10.0,2.5,10.0,1.25,0.0,2.5,1.25,1.25,6.25,2.5,0.0,1.25,1.25,1.25,0.0,0.0,1.25,0.0,11.25,3.75,0.0,3.75,1.25,3.75,8.75,5.0,0.0,18.75,0.0,10.0,7.5,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,10.0,6.25,2.5,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.0,3.0,2.5714,3.0,1.0,1.25,1.0,1.69725,1.59467,1.80934,1.0,1,4.679938272,-0.04,1
5lezhz,0.531035354,109,9.9,79.55,22.74,42.41,21.8,10.09,93.58,62.39,14.68,12.84,3.67,0.92,0.0,7.34,0.92,1.83,3.67,11.01,11.93,10.09,13.76,2.75,21.1,6.42,1.83,3.67,0.92,2.75,4.59,2.75,1.83,0.0,0.92,0.0,16.51,1.83,1.83,0.0,11.01,9.17,0.92,2.75,0.0,1.83,0.92,2.75,0.92,0.0,0.0,0.92,0.92,0.0,0.92,0.0,0.0,11.01,3.67,0.92,3.67,3.67,0.92,9.17,12.84,1.83,16.51,3.67,4.59,7.34,0.0,0.0,0.0,0.92,0.0,0.0,0.92,0.0,0.92,0.0,0.0,0.0,9.17,3.67,3.67,0.0,0.92,0.92,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,1.1429,1.0,1.72639,1.544,1.79885,0.84,3,2.442794613,0.076333333,1
7ronkg,7.243502304,94,25.34,73.84,97.67,97.74,23.5,21.28,91.49,50.0,14.89,10.64,4.26,0.0,1.06,0.0,5.32,4.26,4.26,7.45,9.57,8.51,6.38,2.13,18.09,6.38,4.26,3.19,5.32,4.26,9.57,7.45,2.13,0.0,1.06,1.06,15.96,0.0,4.26,0.0,0.0,15.96,6.38,0.0,1.06,5.32,1.06,4.26,0.0,0.0,0.0,0.0,2.13,0.0,2.13,0.0,0.0,15.96,6.38,2.13,7.45,4.26,0.0,4.26,8.51,2.13,19.15,1.06,10.64,5.32,1.06,1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.47,4.26,8.51,1.06,1.06,0.0,0.0,3.19,2.13,0.0,0.0,4.26,2.8333,2.8,2.8,1.1111,1.125,1.0,1.67393,1.45205,1.8728,0.36,18,7.101105991,0.164545455,0
7ttoqq,3.788460317,72,45.11,75.64,11.8,51.78,24.0,20.83,88.89,50.0,16.67,13.89,8.33,2.78,0.0,2.78,0.0,2.78,1.39,12.5,6.94,5.56,5.56,1.39,12.5,1.39,0.0,1.39,2.78,1.39,6.94,4.17,2.78,0.0,0.0,1.39,13.89,1.39,4.17,0.0,8.33,8.33,0.0,1.39,2.78,2.78,1.39,0.0,0.0,0.0,0.0,0.0,5.56,0.0,4.17,0.0,1.39,12.5,9.72,0.0,2.78,0.0,0.0,1.39,11.11,1.39,11.11,1.39,8.33,1.39,5.56,1.39,2.78,4.17,0.0,0.0,4.17,0.0,4.17,0.0,0.0,0.0,26.39,4.17,1.39,1.39,1.39,0.0,0.0,6.94,0.0,1.39,2.78,6.94,2.875,2.6667,3.0,1.1667,1.1818,1.0,1.76836,1.57857,1.89908,0.91,60,4.131904762,-0.055738636,1
